214018	25 Aug 17	09:01:00	1	0	0	0	0	0	1	1	0	2	2	1	0	1	4	0	2	4	4	5	6	3	1	0	1	2	3	2	0	1	3	6	0	0	5	6	2	3	3
214019	25 Aug 17	09:02:00	1	0	0	0	0	0	1	14	0	1	0	6	10	4	3	0	0	3	6	1	7	1	2	0	2	2	0	4	3	1	1	2	0	0	6	5	2	5	6
214020	25 Aug 17	09:03:00	1	0	0	0	0	0	1	4	0	4	20	4	5	2	5	0	2	3	1	1	6	4	0	6	2	8	3	3	3	3	0	4	2	4	4	4	4	3	4
214021	25 Aug 17	09:04:00	1	0	0	0	0	0	1	3	0	3	1	1	6	2	4	0	3	3	1	3	7	1	4	3	1	5	5	3	1	3	1	4	3	5	4	1	2	3	0
214022	25 Aug 17	09:05:00	1	0	0	0	0	0	1	1	0	2	0	3	1	4	3	0	1	2	6	0	2	1	3	5	1	5	4	1	2	0	1	4	1	4	1	2	5	4	3
214023	25 Aug 17	09:06:00	1	0	0	0	0	0	1	1	0	3	0	5	3	2	4	0	3	3	2	4	4	0	2	3	1	5	0	3	0	0	0	15	3	5	3	2	5	2	1
214024	25 Aug 17	09:07:00	1	0	0	0	0	0	1	2	2	4	3	6	0	2	2	0	2	1	3	0	4	0	1	2	2	2	3	3	4	0	0	2	5	3	1	1	2	2	0
214025	25 Aug 17	09:08:00	1	0	0	0	0	0	1	0	3	2	2	2	5	1	1	0	1	2	7	3	3	0	2	2	2	3	1	1	4	2	0	3	3	3	0	0	0	2	0
214026	25 Aug 17	09:09:00	1	0	0	0	0	0	1	3	1	5	7	8	5	1	6	0	4	1	2	1	2	1	4	0	3	4	3	1	1	2	0	5	1	1	3	2	2	2	0
214027	25 Aug 17	09:10:00	1	0	0	0	0	0	1	3	4	1	3	3	5	10	3	0	2	1	4	0	6	6	0	3	1	3	1	1	0	1	12	4	0	1	2	1	1	1	2
214028	25 Aug 17	09:11:00	1	0	0	0	0	0	1	0	0	3	1	2	3	5	2	0	6	1	3	2	5	0	3	2	0	3	2	2	2	2	13	2	2	0	1	6	2	0	0
214029	25 Aug 17	09:12:00	1	0	0	0	0	0	1	2	0	3	0	1	3	4	2	0	2	2	0	0	5	0	1	0	0	0	0	2	3	2	0	4	1	0	1	3	1	0	0
214030	25 Aug 17	09:13:00	1	0	0	0	0	0	1	1	0	12	0	0	1	1	0	0	1	2	0	0	4	0	1	1	0	3	2	2	5	0	0	2	1	0	1	1	1	0	0
214031	25 Aug 17	09:14:00	1	0	0	0	0	0	1	7	0	0	0	0	2	1	0	0	1	2	1	0	2	0	0	3	0	0	2	5	7	0	0	3	0	0	2	0	0	0	0
214032	25 Aug 17	09:15:00	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	2	1	1	0	3	0	0	2	0	0	2	2	1	0	0	2	1	0	1	0	0	0	1
214033	25 Aug 17	09:16:00	1	0	0	0	0	0	1	9	0	0	0	0	1	1	0	0	1	2	0	1	0	0	0	2	0	2	4	1	0	0	0	1	0	0	4	0	0	0	0
214034	25 Aug 17	09:17:00	1	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	6	0	0	0	0	0	0	0	0	0	3	3	0	2	0	12	1	0	0	0	0	0	0
214035	25 Aug 17	09:18:00	1	0	0	0	0	0	1	0	0	3	0	0	2	1	0	0	21	0	0	1	0	0	0	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0
214036	25 Aug 17	09:19:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	44	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
214037	25 Aug 17	09:20:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214038	25 Aug 17	09:21:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214039	25 Aug 17	09:22:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214040	25 Aug 17	09:23:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214041	25 Aug 17	09:24:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214042	25 Aug 17	09:25:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214043	25 Aug 17	09:26:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214044	25 Aug 17	09:27:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214045	25 Aug 17	09:28:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214046	25 Aug 17	09:29:00	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214047	25 Aug 17	09:30:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214048	25 Aug 17	09:31:00	1	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214049	25 Aug 17	09:32:00	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214050	25 Aug 17	09:33:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214051	25 Aug 17	09:34:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214052	25 Aug 17	09:35:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214053	25 Aug 17	09:36:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214054	25 Aug 17	09:37:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214055	25 Aug 17	09:38:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214056	25 Aug 17	09:39:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214057	25 Aug 17	09:40:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214058	25 Aug 17	09:41:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
214059	25 Aug 17	09:42:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
214060	25 Aug 17	09:43:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
214061	25 Aug 17	09:44:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214062	25 Aug 17	09:45:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214063	25 Aug 17	09:46:00	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214064	25 Aug 17	09:47:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214065	25 Aug 17	09:48:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214066	25 Aug 17	09:49:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214067	25 Aug 17	09:50:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214068	25 Aug 17	09:51:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
214069	25 Aug 17	09:52:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214070	25 Aug 17	09:53:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214071	25 Aug 17	09:54:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214072	25 Aug 17	09:55:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214073	25 Aug 17	09:56:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214074	25 Aug 17	09:57:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214075	25 Aug 17	09:58:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214076	25 Aug 17	09:59:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214077	25 Aug 17	10:00:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214078	25 Aug 17	10:01:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	5	0	1	0	0	12	0	0	0	0	0	0	0	0	2
214079	25 Aug 17	10:02:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	5	0	0	3	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0
214080	25 Aug 17	10:03:00	1	0	0	0	0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1
214081	25 Aug 17	10:04:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
214082	25 Aug 17	10:05:00	1	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
214083	25 Aug 17	10:06:00	1	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0
214084	25 Aug 17	10:07:00	1	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
214085	25 Aug 17	10:08:00	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
214086	25 Aug 17	10:09:00	1	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	3	0	5	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0
214087	25 Aug 17	10:10:00	1	0	0	0	0	0	1	0	0	0	0	4	3	0	0	0	0	0	0	2	0	0	1	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
214088	25 Aug 17	10:11:00	1	0	0	0	0	0	1	0	0	0	0	0	2	5	0	0	0	0	0	37	0	0	4	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
214089	25 Aug 17	10:12:00	1	0	0	0	0	0	1	0	0	0	0	0	4	7	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
214090	25 Aug 17	10:13:00	1	0	0	0	0	0	1	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
214091	25 Aug 17	10:14:00	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
214092	25 Aug 17	10:15:00	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
214093	25 Aug 17	10:16:00	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
214094	25 Aug 17	10:17:00	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	6	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	7
214095	25 Aug 17	10:18:00	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
214096	25 Aug 17	10:19:00	1	0	0	0	0	0	1	0	0	7	0	0	1	3	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
214097	25 Aug 17	10:20:00	1	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	4	0	0	0	0	0	2	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
214098	25 Aug 17	10:21:00	1	0	0	0	0	0	1	0	0	0	0	0	4	6	0	0	3	0	2	0	0	0	2	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0
214099	25 Aug 17	10:22:00	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	4	1	0	0	6	0	0	0	13	0	3	0	21	0	0	0	0	0	0	0	10
214100	25 Aug 17	10:23:00	1	0	0	0	0	0	1	0	0	0	0	3	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
214101	25 Aug 17	10:24:00	1	0	0	0	0	0	1	2	0	0	0	0	3	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
214102	25 Aug 17	10:25:00	1	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0
214103	25 Aug 17	10:26:00	1	0	0	0	0	0	1	0	0	0	0	5	2	0	0	0	0	1	0	12	0	0	3	0	16	2	1	0	4	0	0	0	0	0	0	0	0	0	1
214104	25 Aug 17	10:27:00	1	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	13	0	13	4	2	0	5	0	0	0	0	0	0	0	0	0	0
214105	25 Aug 17	10:28:00	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
214106	25 Aug 17	10:29:00	1	0	0	0	0	0	1	0	0	0	0	2	1	2	0	0	0	0	0	6	0	0	0	4	0	4	4	0	0	0	0	0	0	0	0	0	0	0	8
214107	25 Aug 17	10:30:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
214108	25 Aug 17	10:31:00	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	4	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
214109	25 Aug 17	10:32:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
214110	25 Aug 17	10:33:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	1	0	3	0	0	0	0	0	0	0	2
214111	25 Aug 17	10:34:00	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
214112	25 Aug 17	10:35:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0
214113	25 Aug 17	10:36:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
214114	25 Aug 17	10:37:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	5	0	0	0	0	0	0	0	0	0	1
214115	25 Aug 17	10:38:00	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0
214116	25 Aug 17	10:39:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	1
214117	25 Aug 17	10:40:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
214118	25 Aug 17	10:41:00	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	12	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
214119	25 Aug 17	10:42:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
214120	25 Aug 17	10:43:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
214121	25 Aug 17	10:44:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	6
214122	25 Aug 17	10:45:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0
214123	25 Aug 17	10:46:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
214124	25 Aug 17	10:47:00	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	11
214125	25 Aug 17	10:48:00	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214126	25 Aug 17	10:49:00	1	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
214127	25 Aug 17	10:50:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
214128	25 Aug 17	10:51:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
214129	25 Aug 17	10:52:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
214130	25 Aug 17	10:53:00	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
214131	25 Aug 17	10:54:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5
214132	25 Aug 17	10:55:00	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
214133	25 Aug 17	10:56:00	1	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
214134	25 Aug 17	10:57:00	1	0	0	0	0	0	1	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
214135	25 Aug 17	10:58:00	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
214136	25 Aug 17	10:59:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
214137	25 Aug 17	11:00:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214138	25 Aug 17	11:01:00	1	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214139	25 Aug 17	11:02:00	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214140	25 Aug 17	11:03:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
214141	25 Aug 17	11:04:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
